id,saleprice
1461,10000
1462,10000
1463,10000
1464,10000
1465,10000
1466,10000
1467,10000
1468,10000
1469,10000
1470,10000
1471,10000
1472,10000
1473,10000
1474,10000
1475,10000
1476,10000
1477,10000
1478,10000
1479,10000
1480,10000
1481,10000
1482,10000
1483,10000
1484,10000
1485,10000
1486,10000
1487,10000
1488,10000
1489,10000
1490,10000
1491,10000
1492,10000
1493,10000
1494,10000
1495,10000
1496,10000
1497,10000
1498,10000
1499,10000
1500,10000
1501,10000
1502,10000
1503,10000
1504,10000
1505,10000
1506,10000
1507,10000
1508,10000
1509,10000
1510,10000
1511,10000
1512,10000
1513,10000
1514,10000
1515,10000
1516,10000
1517,10000
1518,10000
1519,10000
1520,10000
1521,10000
1522,10000
1523,10000
1524,10000
1525,10000
1526,10000
1527,10000
1528,10000
1529,10000
1530,10000
1531,10000
1532,10000
1533,10000
1534,10000
1535,10000
1536,10000
1537,10000
1538,10000
1539,10000
1540,10000
1541,10000
1542,10000
1543,10000
1544,10000
1545,10000
1546,10000
1547,10000
1548,10000
1549,10000
1550,10000
1551,10000
1552,10000
1553,10000
1554,10000
1555,10000
1556,10000
1557,10000
1558,10000
1559,10000
1560,10000
1561,10000
1562,10000
1563,10000
1564,10000
1565,10000
1566,10000
1567,10000
1568,10000
1569,10000
1570,10000
1571,10000
1572,10000
1573,10000
1574,10000
1575,10000
1576,10000
1577,10000
1578,10000
1579,10000
1580,10000
1581,10000
1582,10000
1583,10000
1584,10000
1585,10000
1586,10000
1587,10000
1588,10000
1589,10000
1590,10000
1591,10000
1592,10000
1593,10000
1594,10000
1595,10000
1596,10000
1597,10000
1598,10000
1599,10000
1600,10000
1601,10000
1602,10000
1603,10000
1604,10000
1605,10000
1606,10000
1607,10000
1608,10000
1609,10000
1610,10000
1611,10000
1612,10000
1613,10000
1614,10000
1615,10000
1616,10000
1617,10000
1618,10000
1619,10000
1620,10000
1621,10000
1622,10000
1623,10000
1624,10000
1625,10000
1626,10000
1627,10000
1628,10000
1629,10000
1630,10000
1631,10000
1632,10000
1633,10000
1634,10000
1635,10000
1636,10000
1637,10000
1638,10000
1639,10000
1640,10000
1641,10000
1642,10000
1643,10000
1644,10000
1645,10000
1646,10000
1647,10000
1648,10000
1649,10000
1650,10000
1651,10000
1652,10000
1653,10000
1654,10000
1655,10000
1656,10000
1657,10000
1658,10000
1659,10000
1660,10000
1661,10000
1662,10000
1663,10000
1664,10000
1665,10000
1666,10000
1667,10000
1668,10000
1669,10000
1670,10000
1671,10000
1672,10000
1673,10000
1674,10000
1675,10000
1676,10000
1677,10000
1678,10000
1679,10000
1680,10000
1681,10000
1682,10000
1683,10000
1684,10000
1685,10000
1686,10000
1687,10000
1688,10000
1689,10000
1690,10000
1691,10000
1692,10000
1693,10000
1694,10000
1695,10000
1696,10000
1697,10000
1698,10000
1699,10000
1700,10000
1701,10000
1702,10000
1703,10000
1704,10000
1705,10000
1706,10000
1707,10000
1708,10000
1709,10000
1710,10000
1711,10000
1712,10000
1713,10000
1714,10000
1715,10000
1716,10000
1717,10000
1718,10000
1719,10000
1720,10000
1721,10000
1722,10000
1723,10000
1724,10000
1725,10000
1726,10000
1727,10000
1728,10000
1729,10000
1730,10000
1731,10000
1732,10000
1733,10000
1734,10000
1735,10000
1736,10000
1737,10000
1738,10000
1739,10000
1740,10000
1741,10000
