"Id","SalePrice"
1461,117474.809190838
1462,154604.620998545
1463,179878.271380502
1464,195762.614697987
1465,203239.844775114
1466,170565.904858354
1467,181557.892445396
1468,161624.400233959
1469,199602.243862339
1470,117235.260414289
1471,190200.363397419
1472,100040.342072383
1473,97644.3930688075
1474,145146.11003587
1475,111475.126356909
1476,363791.761378406
1477,248013.918897209
1478,306653.263019854
1479,303436.85169217
1480,464474.749634674
1481,324023.714117791
1482,215696.115867866
1483,181221.075913689
1484,162092.522420308
1485,196217.17310835
1486,195980.006723099
1487,330323.003025814
1488,236087.522292007
1489,192293.587769021
1490,231789.462636346
1491,195897.91041329
1492,93402.7686780999
1493,192208.689313362
1494,297491.379549875
1495,294246.645663609
1496,232163.599491455
1497,179862.520630925
1498,167123.227416335
1499,163115.587710992
1500,157240.027120141
1501,178315.655040986
1502,146790.112561927
1503,280275.631160753
1504,240578.109226477
1505,222056.336630217
1506,192149.63637781
1507,238817.928552244
1508,200409.461120289
1509,161027.443304704
1510,144581.601773593
1511,149749.633757116
1512,175184.680055352
1513,154750.591540305
1514,152272.052237774
1515,200061.858616288
1516,156436.223751434
1517,176711.502898114
1518,133786.312767337
1519,211191.518324085
1520,128263.156934326
1521,131121.040247329
1522,181204.719655584
1523,113316.845057834
1524,128314.20893848
1525,118075.808544771
1526,116930.041145092
1527,109062.049953748
1528,140448.678397715
1529,148942.82724575
1530,183294.481703551
1531,113041.241708123
1532,95536.1408988593
1533,144385.090902088
1534,128471.093618312
1535,148458.695292981
1536,109876.542119368
1537,64000.7237443646
1538,152656.317605583
1539,203036.160596772
1540,93288.4685692767
1541,142117.71960829
1542,141370.04250131
1543,179513.123962915
1544,87938.5170475706
1545,117471.701859967
1546,138142.007491071
1547,126598.823765097
1548,136948.201907322
1549,117714.397026329
1550,134065.68838105
1551,105271.215685255
1552,128714.118215977
1553,147606.256765722
1554,119851.979769503
1555,162893.886025163
1556,90053.5446867711
1557,113297.984586707
1558,104006.051304935
1559,67258.2779048326
1560,129720.1926792
1561,129071.705657114
1562,131285.299391239
1563,119139.100896077
1564,158315.081412372
1565,152812.9443498
1566,236464.46992146
1567,81171.2520631393
1568,228397.590020925
1569,126081.252421116
1570,142013.718809121
1571,130948.421448295
1572,140757.973386014
1573,232174.730312962
1574,121918.265348636
1575,224966.681071676
1576,238479.170715411
1577,177680.099868252
1578,150545.446993425
1579,143939.245296678
1580,196138.948996618
1581,157077.473221599
1582,124411.006995033
1583,279654.433117799
1584,213080.419654836
1585,137331.433265814
1586,66689.7855708935
1587,106082.961420444
1588,147110.098638567
1589,100503.562855579
1590,136724.98526502
1591,93819.3746759573
1592,116689.843954023
1593,122328.28248181
1594,120020.49341941
1595,113818.37815924
1596,223502.541281015
1597,195223.774830932
1598,234785.25793603
1599,169106.824981584
1600,161802.033331401
1601,63958.1345596268
1602,117094.055460902
1603,66973.0434359423
1604,252863.41364516
1605,245285.582494533
1606,170737.261822515
1607,173976.967044315
1608,216669.31980407
1609,183172.740444631
1610,153062.228122458
1611,145901.539794835
1612,174478.777569812
1613,163783.822433096
1614,123459.301016191
1615,94368.4184855263
1616,81835.5120745433
1617,94803.5480541694
1618,125800.578297519
1619,136863.460881087
1620,150118.054893256
1621,141409.86087641
1622,140702.699589843
1623,255723.855302525
1624,212006.757902075
1625,116941.35078361
1626,175165.05949215
1627,189047.479046931
1628,280177.653549735
1629,188257.781902028
1630,340927.539117298
1631,232624.026210865
1632,251866.548272414
1633,177193.346157455
1634,185734.946718201
1635,175415.793346716
1636,155666.314302287
1637,198942.676575951
1638,187582.212262614
1639,193382.720518532
1640,252739.667581235
1641,189656.869564561
1642,245934.983374086
1643,215330.583808617
1644,233230.212625524
1645,200397.484368377
1646,159420.275599824
1647,163070.038539546
1648,129906.851396117
1649,140617.719636306
1650,112233.278691031
1651,121060.026385226
1652,101653.159859528
1653,103946.743849587
1654,141993.507736255
1655,133372.172480022
1656,140694.459813027
1657,144527.544349661
1658,144099.233742362
1659,115500.156477045
1660,159960.835471051
1661,424648.636827218
1662,397499.921391094
1663,371149.796189109
1664,538840.243449764
1665,310144.484186176
1666,328257.831438703
1667,376734.826607908
1668,340666.218228777
1669,313278.380767835
1670,348296.783706022
1671,254408.17202593
1672,408740.628707571
1673,279939.761822533
1674,238162.130322656
1675,197765.138847443
1676,195458.990736161
1677,221081.203721476
1678,438653.062609765
1679,383110.781989025
1680,337218.548472026
1681,259069.712950103
1682,314857.341050127
