"Id","SalePrice"
1461,116996.327890047
1462,155812.600591094
1463,172702.517936856
1464,191203.40989479
1465,218333.511722961
1466,172919.687377316
1467,178448.535941543
1468,174835.341556824
1469,176312.793349622
1470,116733.905336205
1471,184815.072302936
1472,101520.64053006
1473,95208.5045015626
1474,145535.692750537
1475,122405.920307714
1476,379741.033045406
1477,251978.072776225
1478,331004.945831582
1479,304317.970015159
1480,434554.110965982
1481,349848.877421244
1482,223813.074349033
1483,175881.268633158
1484,166565.936931916
1485,195042.67323049
1486,205808.516856556
1487,366052.16453377
1488,255400.317164214
1489,197888.447758644
1490,226379.802572124
1491,196313.9284191
1492,106853.253842743
1493,191114.080520085
1494,302312.312735505
1495,308169.804922392
1496,215360.626696806
1497,184350.712149562
1498,169769.461712569
1499,162991.602227624
1500,155931.293559981
1501,170247.87835107
1502,159964.325194746
1503,287103.416205772
1504,250168.6766589
1505,233096.927495292
1506,171467.391027113
1507,214144.314643498
1508,201927.485245084
1509,148398.842421135
1510,148429.285881185
1511,143168.835090935
1512,160514.06287902
1513,156509.618432861
1514,138982.392683404
1515,196024.487577117
1516,156810.590997379
1517,155475.801923883
1518,143663.850799545
1519,208176.737210923
1520,123418.029552935
1521,121094.626919703
1522,184462.640634556
1523,111084.026844019
1524,115633.881614113
1525,119146.762056173
1526,116779.086879973
1527,113371.325484737
1528,143768.647610201
1529,144321.592659086
1530,183851.080821052
1531,122296.133077704
1532,98390.877720962
1533,119321.700658104
1534,129315.893001937
1535,134522.411861972
1536,111732.818185739
1537,83218.5445986538
1538,155055.614920364
1539,198753.373436657
1540,100455.19709552
1541,135781.145439978
1542,148198.174302786
1543,166076.163019525
1544,92553.8057922408
1545,103906.94580302
1546,152555.760691076
1547,136953.154765359
1548,133123.410314438
1549,119705.607452629
1550,130227.34178991
1551,106347.531518917
1552,139172.00301267
1553,136425.952182821
1554,113346.931149212
1555,179511.677594933
1556,133900.180904374
1557,98545.917669331
1558,106366.623051609
1559,112117.48132154
1560,135888.20282448
1561,106780.389002375
1562,127050.943414461
1563,120524.789422842
1564,141876.756449156
1565,147757.029380822
1566,247843.76821084
1567,89212.6086854259
1568,248968.661226751
1569,124338.466914338
1570,137704.172916769
1571,115288.277247838
1572,125131.920246568
1573,177922.332386949
1574,138619.953274306
1575,223886.666160177
1576,241925.097005302
1577,188959.391475591
1578,139047.927474645
1579,139260.64814116
1580,200176.436818608
1581,162672.571678339
1582,123197.515750621
1583,292835.274054271
1584,231060.336053125
1585,139389.533682407
1586,79538.9626630802
1587,109167.731557295
1588,135818.039039138
1589,110135.521976395
1590,127012.133450952
1591,97765.8848452998
1592,126003.580240765
1593,130075.810425734
1594,111930.133750535
1595,120131.530057935
1596,217329.708798858
1597,194129.295410108
1598,219926.372049183
1599,162788.474699569
1600,180050.924359886
1601,61050.5857820053
1602,98282.6673556259
1603,86865.704258816
1604,275448.970253396
