id,saleprice
1461,122229.62041
1462,163494.46942
1463,199677.45197
1464,218726.43135
1465,242491.17667
1466,186171.11562
1467,207146.57707
1468,176229.60286
1469,212379.42567
1470,122331.15606
1471,195475.33727
1472,95713.510255
1473,94887.284529
1474,159149.28821
1475,110665.43204
1476,494770.85053
1477,400072.62564
1478,472084.54404
1479,455580.39519
1480,629953.6381
1481,491230.16193
1482,252810.46036
1483,197547.48433
1484,181012.5163
1485,211107.22763
1486,209262.8768
1487,448451.8096
1488,366408.96679
1489,209774.44115
1490,239526.09905
1491,203914.89228
1492,98680.392031
1493,200785.13174
1494,451081.86048
1495,444082.27091
1496,236196.44625
1497,202973.74836
1498,184545.14613
1499,172860.17348
1500,164163.0252
1501,191432.46371
1502,169644.38902
1503,400216.80044
1504,268943.6461
1505,248659.23379
1506,212050.27248
1507,238384.26429
1508,207779.23716
1509,185843.55977
1510,155263.03886
1511,155112.41981
1512,184503.37135
1513,170077.17243
1514,151784.76681
1515,223648.30917
1516,182460.57268
1517,169787.23235
1518,140687.33507
1519,219526.37566
1520,127148.63575
1521,134125.74926
1522,185846.78145
1523,107862.28882
1524,136179.41717
1525,124972.60591
1526,118457.36449
1527,111589.35934
1528,150401.32666
1529,154047.06685
1530,197635.17338
1531,104395.71456
1532,99027.878929
1533,163212.04241
1534,121848.56719
1535,155006.07848
1536,112374.40416
1537,66686.01831
1538,159514.88684
1539,209212.79929
1540,103421.11599
1541,159922.43347
1542,150278.38284
1543,191874.21577
1544,96742.193614
1545,135841.53211
1546,150727.76384
1547,138528.51238
1548,155880.66059
1549,135849.39563
1550,146551.81925
1551,111670.35849
1552,125052.24722
1553,131091.24258
1554,115755.12773
1555,180988.52697
1556,97986.237189
1557,106350.74683
1558,106995.43594
1559,88073.577265
1560,153081.15313
1561,119953.29179
1562,124424.72651
1563,111670.53822
1564,151020.37996
1565,154684.21244
1566,271016.84259
1567,83941.518691
1568,239075.08027
1569,110280.7513
1570,137949.7893
1571,132781.71398
1572,138769.41602
1573,231703.71826
1574,124585.96538
1575,216236.87942
1576,270346.82692
1577,201360.51174
1578,154239.04329
1579,162039.80115
1580,224171.29681
1581,165763.14142
1582,144930.88117
1583,427135.90908
1584,228846.64352
1585,149985.85949
1586,72700.513113
1587,107855.98997
1588,139293.12132
1589,108366.73089
1590,138796.47352
1591,87124.593802
1592,123943.15897
1593,134138.86913
1594,143283.41144
1595,98961.863113
1596,220941.07682
1597,211227.61953
1598,273921.03516
1599,187430.47256
1600,183982.49209
1601,60080.063919
1602,101092.26865
1603,82491.016006
1604,268634.48816
1605,355655.21592
1606,196861.94956
1607,187228.9354
1608,323037.46429
1609,196879.65056
1610,171716.96207
1611,155829.56723
1612,171988.29282
1613,166150.19932
1614,106428.93782
1615,92171.747418
1616,77053.061729
1617,100028.03362
1618,125855.97076
1619,151234.92402
1620,145468.76685
1621,157606.33002
1622,140708.51128
1623,256511.80664
1624,210611.52217
1625,122145.03287
1626,186122.50093
1627,207570.16445
1628,418550.21723
1629,215983.97676
1630,380752.85349
1631,281953.92908
1632,302756.04713
1633,199190.14232
1634,202879.10647
1635,194332.91432
1636,166133.52818
1637,210369.65532
1638,214800.05072
1639,209397.27787
1640,286810.38329
1641,202530.0656
1642,255942.28753
1643,248176.53062
1644,268182.63167
1645,203144.34172
1646,168917.80457
1647,177805.74102
1648,137200.69181
1649,141529.36873
1650,126144.61697
1651,134693.22133
1652,97027.835032
1653,101218.66766
1654,161484.41233
1655,146277.34237
1656,150925.67125
1657,162963.72549
1658,158415.02044
1659,127169.29942
1660,167278.78871
1661,600129.52315
1662,579078.90068
1663,543647.18033
1664,683489.26525
1665,449932.84646
1666,483564.02433
1667,553586.14576
1668,494858.35392
1669,461784.4801
1670,516693.00146
1671,302662.76755
1672,606381.68369
1673,452840.54044
1674,394627.04091
1675,229640.57043
1676,208964.54105
1677,256390.4999
1678,656521.83411
1679,533124.39405
1680,339644.52417
1681,266231.78297
1682,468654.67477
1683,212527.41292
1684,196306.93805
1685,182197.47408
1686,186349.65311
1687,188214.0407
1688,202271.89329
1689,204033.68377
1690,214175.27851
1691,200432.98728
1692,391769.18704
1693,204673.58974
1694,198743.83335
1695,185885.3429
1696,401153.41544
1697,197172.55825
1698,504468.36202
1699,451097.79041
1700,271643.11712
1701,306760.22575
1702,389078.8376
1703,381541.15516
1704,428367.95556
1705,264120.78427
1706,563994.79073
1707,224965.36951
1708,223665.36575
1709,397991.14232
1710,250772.47662
1711,402352.91635
1712,274117.94645
1713,395801.60068
1714,256300.22863
1715,240187.15442
1716,197960.54974
1717,187024.44491
1718,137371.5744
1719,210878.0459
1720,351652.44518
1721,181365.037
1722,131722.26355
1723,173226.243
1724,288512.43675
1725,245690.76188
1726,202198.19019
1727,165299.22037
1728,195807.3618
1729,199020.04974
1730,185756.56609
1731,130399.23556
1732,131904.57143
1733,110743.17467
1734,121666.34958
1735,133950.08485
1736,115478.63831
1737,525523.64258
1738,300096.85077
1739,366126.4565
1740,212583.18434
1741,201279.42067
1742,191769.48115
1743,204686.10939
1744,346794.87439
1745,255780.48731
1746,269201.48071
1747,234033.00383
1748,227060.46309
1749,158830.65127
1750,143203.28287
1751,263534.34852
1752,117886.71869
1753,160163.12997
1754,215174.63098
1755,179691.95632
1756,132381.21772
1757,122237.54747
1758,213436.00475
1759,195038.59539
1760,164949.8133
1761,160163.56598
1762,196048.64575
1763,199441.87624
1764,112940.58531
1765,198653.27399
1766,192274.55423
1767,234763.69911
1768,142467.0898
1769,196043.43602
1770,151648.93233
1771,128871.74771
1772,136193.38687
1773,120092.00235
1774,145266.81694
1775,143835.95465
1776,142307.13571
1777,106756.67419
1778,139744.9147
1779,117914.94923
1780,198047.37524
1781,134668.71957
1782,77855.935539
1783,138310.16778
1784,92038.092626
1785,111656.59902
1786,151242.69568
1787,176440.68235
1788,56107.788625
1789,110514.30189
1790,63335.282489
1791,265402.15397
1792,172135.81578
1793,147007.07527
1794,176213.25751
1795,143152.78386
1796,131390.77868
1797,139457.60144
1798,114893.42046
1799,109296.16467
1800,128065.07166
1801,126092.5925
1802,185269.63843
1803,165728.94368
1804,141928.73661
1805,139357.99891
1806,128133.99689
1807,143445.35768
1808,136561.52335
1809,115269.72563
1810,147376.98474
1811,102308.97933
1812,96733.937865
1813,130717.72546
1814,95130.700105
1815,57023.413334
1816,98676.988897
1817,103917.11346
1818,138295.27163
1819,108274.02918
