id,saleprice
1461,123567.37104
1462,168628.75817
1463,181584.72549
1464,198995.29998
1465,223777.70171
1466,170425.35973
1467,187293.94146
1468,160074.1795
1469,194794.43178
1470,108198.69889
1471,176753.22428
1472,95418.905582
1473,94314.298607
1474,144369.12006
1475,113783.3348
1476,336545.55803
1477,270968.03153
1478,321566.98784
1479,310009.48682
1480,436173.8976
1481,330587.2564
1482,239815.76348
1483,182529.24715
1484,169143.96397
1485,194044.57845
1486,193022.7423
1487,301592.22304
1488,242269.442
1489,197084.31748
1490,224871.1083
1491,189345.7717
1492,98629.967179
1493,184013.76737
1494,302596.68764
1495,295502.02172
1496,217712.28966
1497,186027.98362
1498,167291.08729
1499,155574.43237
1500,147123.17023
1501,173146.83401
1502,152759.8724
1503,265195.17522
1504,253884.96818
1505,233922.66309
1506,193889.14159
1507,220537.53902
1508,190028.41872
1509,167932.92892
1510,139673.22491
1511,139507.95144
1512,166951.29454
1513,154082.24271
1514,166465.96224
1515,200842.33249
1516,164622.9629
1517,173861.51966
1518,127586.92621
1519,203158.29148
1520,128894.19095
1521,136721.86761
1522,169211.15111
1523,108129.74682
1524,137754.27598
1525,126287.14627
1526,119475.09676
1527,97177.532558
1528,151039.77156
1529,137546.02406
1530,179108.50914
1531,104389.24884
1532,104676.15809
1533,147872.88725
1534,123927.4563
1535,159595.54744
1536,112742.13248
1537,58459.506687
1538,163934.44181
1539,191239.61058
1540,111895.78994
1541,144261.04975
1542,152001.64297
1543,197103.4515
1544,95038.633881
1545,136881.60551
1546,133384.29362
1547,139431.43373
1548,158434.26901
1549,119606.38681
1550,129953.6418
1551,113645.51954
1552,112634.1314
1553,142458.3063
1554,116557.10606
1555,184424.66767
1556,96393.255374
1557,109355.12855
1558,104901.73795
1559,91881.524197
1560,131532.80069
1561,130957.17221
1562,124963.78662
1563,112311.75753
1564,136665.30336
1565,139223.61093
1566,247362.82915
1567,72885.875325
1568,216784.9668
1569,109833.61967
1570,139138.6116
1571,134390.96709
1572,139298.08005
1573,215171.45584
1574,111639.71195
1575,199758.15316
1576,219505.38429
1577,185674.9449
1578,136386.13433
1579,146585.56769
1580,206999.71859
1581,169709.41257
1582,128852.43418
1583,280009.3573
1584,213001.40179
1585,132722.31928
1586,70567.637134
1587,107771.83845
1588,140805.53618
1589,94296.341722
1590,140241.19502
1591,91143.315744
1592,122157.42268
1593,117052.87649
1594,155921.31879
1595,104746.91821
1596,228546.36545
1597,193252.05927
1598,254957.69938
1599,175176.3865
1600,172906.0098
1601,58137.386359
1602,100892.8835
1603,80969.434333
1604,245487.89005
1605,232164.28933
1606,179992.0393
1607,175405.74425
1608,211515.45614
1609,184597.1618
1610,158782.3092
1611,142139.3363
1612,158760.45255
