id,saleprice
1461,122282.29766
1462,163630.37476
1463,181985.35281
1464,199243.34328
1465,221362.30549
1466,170493.47862
1467,188847.53409
1468,160757.60171
1469,193659.53179
1470,111674.08264
1471,178422.03161
1472,95928.176876
1473,95122.595634
1474,145180.87432
1475,110661.39354
1476,341773.63212
1477,278085.82912
1478,328236.89297
1479,316783.38233
1480,438217.07868
1481,338974.3894
1482,230830.39213
1483,180117.32485
1484,165272.20755
1485,192704.04969
1486,191292.73403
1487,310133.48159
1488,254336.72296
1489,191264.34572
1490,218518.74605
1491,186610.52842
1492,98725.636926
1493,183395.77683
1494,313729.83682
1495,307605.86858
1496,215400.5806
1497,185458.97982
1498,168788.72126
1499,157999.75669
1500,150148.01063
1501,174994.39057
1502,155235.4186
1503,277969.45794
1504,245552.50379
1505,226812.65757
1506,193673.90156
1507,217892.46322
1508,188831.74913
1509,169622.67026
1510,141777.64842
1511,141646.12312
1512,168497.14754
1513,154723.83756
1514,151802.85822
1515,202482.88674
1516,166080.5502
1517,169884.07405
1518,128434.66679
1519,200389.83586
1520,127180.09099
1521,134192.57372
1522,169744.02228
1523,107602.68706
1524,136253.35054
1525,125033.58498
1526,118494.04257
1527,101886.08501
1528,149909.18555
1529,140650.79744
1530,180501.8302
1531,104087.51193
1532,98967.56197
1533,148994.02269
1534,121417.70521
1535,154653.89428
1536,111475.6588
1537,60878.408392
1538,159406.91054
1539,191434.21198
1540,103563.78266
1541,145933.10692
1542,150038.42315
1543,192187.89078
1544,96902.241704
1545,136335.16185
1546,137147.05947
1547,138261.62863
1548,156251.95659
1549,124543.5561
1550,133787.32844
1551,111717.21085
1552,114748.08959
1553,131473.94775
1554,116080.85211
1555,181111.18498
1556,97924.261463
1557,105263.71495
1558,106639.61312
1559,88167.690482
1560,139640.91774
1561,119918.33842
1562,124424.73183
1563,111668.85241
1564,137870.84576
1565,141672.13234
1566,247598.81651
1567,76629.709237
1568,218185.9978
1569,110028.78938
1570,138112.70222
1571,133944.62128
1572,138923.57695
1573,211751.17095
1574,113802.95355
1575,197495.23136
1576,270353.04787
1577,183697.39035
1578,140879.83408
1579,147904.1791
1580,204868.69364
1581,165825.65637
1582,132274.28192
1583,296848.40072
1584,209280.9806
1585,136815.2842
1586,72732.611564
1587,107917.60677
1588,139431.36383
1589,98524.806893
